Column 1,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,content_re,Positive Sentiment Sum,Negative Sentiment Sum,Positive Sentiment Mean,Negative Sentiment Mean,Overall Sentiment
74,b7cc8e2c-78bd-4248-8e55-dfcd9daefae7,Dave Evans,https://play-lh.googleusercontent.com/a/AItbvmmSRwjvWsxwzlEozIrFpzgniRWp3Cu6QVtu7JA=mo,11/1/22 18/1//22 25/1/22 1/2/22 9/2/22 15/2/22 23/2/22 25/2/22???? 8/3_22 15/3/22 22/3/22 28/3/22 5/4/22 12_4/22 19/4/22 6/5_22 2/6/22 28/6/22 30/6/22 nor updating manually 12/7/22 nor updating manually again 13/7/22 27/7/22 still not updating manually 28/7_22 12/8/22 still not updating manually 22/8/22 31/8/22 not updating manually 6/9/22 12/9/22 15/9/22 not updating manually AGAIN.,1,1,8.39.1 build 12 50268,9/15/22 7:02,,,11 1 22 18 1 22 25 1 22 1 2 22 9 2 22 15 2 22 23 2 22 25 2 22 8 3 22 15 3 22 22 3 22 28 3 22 5 4 22 12 4 22 19 4 22 6 5 22 2 6 22 28 6 22 30 6 22 nor updating manually 12 7 22 nor updating manually again 13 7 22 27 7 22 still not updating manually 28 7 22 12 8 22 still not updating manually 22 8 22 31 8 22 not updating manually 6 9 22 12 9 22 15 9 22 not updating manually again,0,0,0,0,0
75,e7116943-887a-4573-8ad4-a6e95ad87a7d,Maira Ildefonso (Mairita),https://play-lh.googleusercontent.com/a-/AFdZucpvVEA3dIpPgHZMrOfTnKa92S8Z0lb-XV41J8d9HA,Great,5,0,8.26.0 build 11 40221,9/15/22 7:02,,,great,80,0,80,0,80
76,1d3296c1-dbc3-42ce-ad0c-f5bbc3d078a2,guinness1world,https://play-lh.googleusercontent.com/a/AItbvml9NxbOumK-frSGFlhY1Qxd2eNgV4wb8v09y_oL=mo,Why has the display language changed to Korean ?,5,1,8.39.1 build 12 50268,9/15/22 6:58,,,why has the display language changed to korean,0,0,0,0,0
77,df3781c8-9ec4-4a16-bf2a-c98df0a1ba81,Muhammad Muddassar,https://play-lh.googleusercontent.com/a/AItbvmnYvntiUjU_0IPENh6IVjIVKXgxPqOHOUxln25I=mo,Good,5,0,,9/15/22 6:53,,,good,60,0,60,0,60
78,4fedc8f2-856c-4770-866f-a1a2ffb1764d,Soller Esperanza,https://play-lh.googleusercontent.com/a-/AFdZucr1auTD2w0dX4OgcW7Pawyy73zpPnhZwpdlE_Ly,Good,1,0,8.40.0 build 4 50271,9/15/22 6:52,,,good,60,0,60,0,60
79,b8709111-bfae-440e-bd71-483ec5192248,Letty Duenas,https://play-lh.googleusercontent.com/a/AItbvmkJ54gbbvBSICl_CXoeOK8NG205K9c-FLnJld03=mo,Prices too high!!! Can't watch anything. After a few minutes app crashes and my internet is not the problem,1,0,8.39.1 build 12 50268,9/15/22 6:48,,,prices too high can't watch anything after a few minutes app crashes and my internet is not the problem,60,0,60,0,60
80,78174bdc-6f2a-4650-a576-be9b93f12acb,Devid vijay kumar Chandolu,https://play-lh.googleusercontent.com/a/AItbvmlWzCTU3XdUHgmnIRUS4m799mEpeqpbzuZNzCiN=mo,Super,5,0,,9/15/22 6:45,,,super,0,0,0,0,0
81,3a88077c-82bf-461a-bc43-8f6fa485fb43,nakirya halimah,https://play-lh.googleusercontent.com/a-/AFdZucryOl1ebhqx69UEgpqHNof6Etiso3OhDi1-m_K2Pg,It's great. I enjoy it alot,5,0,8.31.1 build 14 50243,9/15/22 6:34,,,it's great i enjoy it alot,80,0,80,0,80
82,d7131032-f795-44b4-adfe-2de94e33b14b,Monique Willemse,https://play-lh.googleusercontent.com/a-/AFdZucpfy1ueaK404daRhB47q-o_aLJI27pgWWn3XNtyWA,I love Netflix. It has great shows and very easy to use. I can enjoy Netflix anytime and anywhere.,5,0,8.39.1 build 12 50268,9/15/22 6:31,,,i love netflix it has great shows and very easy to use i can enjoy netflix anytime and anywhere,246,0,82,0,82
83,4d4e6f32-cb06-48cf-9d9a-dfb4991df72c,Weiler Muriola,https://play-lh.googleusercontent.com/a/AItbvmk9ZEjrQqoYzSVRyd6M2yTTlIjmOScPs84CZmIP=mo,So good and enjoyable,1,0,8.17.0 build 6 40147,9/15/22 6:29,,,so good and enjoyable,134,0,67,0,67
84,3d0ab7d5-fabb-4d1d-813d-70ca4bb767ad,Dexter Garcia,https://play-lh.googleusercontent.com/a-/AFdZucrbXunbpVGP_5tcOSuc09xiI5vZps7LXowWmgx0,More movie and goods,5,0,8.40.0 build 4 50271,9/15/22 6:22,,,more movie and goods,0,0,0,0,0
85,76efa0ed-81ba-47f4-8768-b70f59fb81f2,Pamela Millhouse,https://play-lh.googleusercontent.com/a/AItbvmmxC9Hei-kkW-iXqx4o2DLq7PZZrr8Wo0Sv4eAM=mo,"I thought that Netflix was good until I saw how dark they r getting, I'm not going back to Netflix nor would I want My kids to watch it",2,0,,9/15/22 6:22,,,i thought that netflix was good until i saw how dark they r getting i'm not going back to netflix nor would i want my kids to watch it,60,0,60,0,60
86,f31eae4b-efab-42b0-8b7a-9315a4aab910,Ramon Goteb,https://play-lh.googleusercontent.com/a-/AFdZucpTUti1dmHeQ8OyHjUEtTeNP9yWJKZpnlHgK_3KPg,Clear view of movies,4,0,8.39.1 build 12 50268,9/15/22 6:20,,,clear view of movies,0,0,0,0,0
87,40562fc4-da20-47b8-9897-4aa6161dcad1,Ranglal Bauri,https://play-lh.googleusercontent.com/a/AItbvmk-kftEICkbpP3pVyUuikdzFfXmEdicvFBo9WGf=mo,Vikram bauri,5,0,,9/15/22 6:14,,,vikram bauri,0,0,0,0,0
88,1bb25203-b0a6-46c9-97cc-ff8755e28110,aurang Zeb,https://play-lh.googleusercontent.com/a/AItbvmmNXWPs9_oEmUpmD-BDN3hE7f9fSMBMmOO2hsi8=mo,Reduce subscription fees. App is a total mess. Pls simplify it.,3,4,8.39.1 build 12 50268,9/15/22 6:11,,,reduce subscription fees app is a total mess pls simplify it,0,0,0,0,0
89,274639a1-54d2-4a9c-8e78-481074d5ff2d,ajay meena,https://play-lh.googleusercontent.com/a/AItbvmm1-1LELH-vN8ojvutNpMI79yxX8ySMiko1Flbd=mo,good,5,0,,9/15/22 6:10,,,good,60,0,60,0,60
90,4a5fcd01-6fbb-475a-9f06-4ba1efa53b2a,Carol Mbugua,https://play-lh.googleusercontent.com/a/AItbvml-KC_el9JpCclu_By3Jdk_NPmW62PDd3uNp5oS=mo,Do you really have to pay,2,0,8.40.0 build 4 50271,9/15/22 6:05,,,do you really have to pay,0,0,0,0,0
91,0d6fcf36-d66f-4bf0-aa38-044446ccc7c6,La'Miya Thomas,https://play-lh.googleusercontent.com/a-/AFdZucoj4YW4Ipx1MnY3_Nt4mDPDfZs1tLJsvdvBMdQhwQ,I'll be able to watch all my shows,5,0,8.39.1 build 12 50268,9/15/22 6:03,,,i'll be able to watch all my shows,0,0,0,0,0
92,5d366658-566f-4579-89f9-321626c9c989,Kyurang Kim,https://play-lh.googleusercontent.com/a-/AFdZucp4bNJryuRmjd_109pMEf5gK-rzZ6kLicifQv6ivw,"1006 errors (500-, 501-, 502-1006) keep me from watching netflix . They started appear several days ago suddenly and I cannot proceed beyond first netflix logo screen.",1,0,8.40.0 build 4 50271,9/15/22 5:52,,,1006 errors 500- 501- 502-1006 keep me from watching netflix they started appear several days ago suddenly and i cannot proceed beyond first netflix logo screen,0,0,0,0,0
93,5e4d0d48-55f9-4dd0-a6e9-37fefa3dbfd6,Rohit Singh,https://play-lh.googleusercontent.com/a-/AFdZucrYHRhZDZmw-QRr___J9AR7yjmQUWXD_kA_2RJTkA,New account not Login I am try many times In Netflix poor app and bad application plz Don't install this application.,1,0,8.40.0 build 4 50271,9/15/22 5:28,,,new account not login i am try many times in netflix poor app and bad application plz don't install this application,0,-110,0,-55,-55
94,44b2bafa-be4b-4132-9529-1c2f0b96e0e4,Leony Reyes,https://play-lh.googleusercontent.com/a/AItbvmlQLues9XkjMaC-a2ZSdoqazqh-QEDjwPKRGppm=mo,It so good movies,4,0,,9/15/22 5:27,,,it so good movies,84,0,84,0,84
95,d569b157-3f40-472a-9bb2-94d39e908b88,Gideon Obure,https://play-lh.googleusercontent.com/a/AItbvmkbM4TigW_LQXy_kKIcs3LwLXE-gvp_IHDZj_ur=mo,Best ever,5,0,,9/15/22 5:21,,,best ever,90,0,90,0,90
96,bd4bf5de-adff-4769-84b4-fac61054ae0e,Victor Mote Benjamin,https://play-lh.googleusercontent.com/a/AItbvmkJUhEt22Mn-hUOlQyTeUkKy78fJ7jmDsRY9785=mo,Great,5,0,8.31.1 build 14 50243,9/15/22 5:18,,,great,80,0,80,0,80
97,7c255c1e-ad0f-461e-9d49-b2acfcfa8463,Iteshi Theola,https://play-lh.googleusercontent.com/a/AItbvmmG2Le47ofEI7r1vyHk7H0K-cZV-SYmzHY24wKK=mo,Its good,5,0,,9/15/22 5:17,,,its good,60,0,60,0,60
98,a590b26b-bc7f-4cd0-b9a6-e8a91d627a77,Mehbub hasan,https://play-lh.googleusercontent.com/a/AItbvmnvvlaFxBkxO0mbhT78TvxXxf2h8y6cYs4v_4Nr=mo,Nice app,5,0,8.40.0 build 4 50271,9/15/22 5:14,,,nice app,25,0,25,0,25
99,a43df5b1-c4ed-4338-8b0c-4aa9c3ad9f4e,Victor Rochelle,https://play-lh.googleusercontent.com/a/AItbvmnsamYqmLgUP-eWy9f-5BtHAeF1YJrnLxvTmMOM=mo,I would like to terminate my subscription with Netflix please.,1,0,7.53.0 build 20 34809,9/15/22 4:55,,,i would like to terminate my subscription with netflix please,0,0,0,0,0
100,d8f4857c-2abe-4a23-8765-e3b69e55d131,Dereck Gonzales,https://play-lh.googleusercontent.com/a-/AFdZucrGFW4Hx2aoDaj6cmPioys9MHBK0wXzwXf1kUru,I really like all of it thank you for making Netflix,5,0,8.40.0 build 4 50271,9/15/22 4:52,,,i really like all of it thank you for making netflix,0,0,0,0,0
101,fa653349-d030-4993-84bd-a3dc68da76cf,SAD BOY,https://play-lh.googleusercontent.com/a-/AFdZucpcuDzqFqbCqS9KddCJDqYbp7dOnibhCBiYNj4g,Like this 😘,5,0,,9/15/22 4:49,,,like this,0,0,0,0,0
102,b1e848f9-f5b0-42a4-aa20-7616e40f9d24,Ian meredith,https://play-lh.googleusercontent.com/a-/AFdZucrvWsoNVj4UN1lUB0Yb2mke99U26r0wN-KIUWfXWg,Can't download app on phone?,1,0,,9/15/22 4:46,,,can't download app on phone,0,0,0,0,0
103,64b015b3-8247-4968-8dba-835e7b384f78,Christie Hackett,https://play-lh.googleusercontent.com/a/AItbvmkuJm8S8_OfCa2EB5G2zk8tWMkk9Jrtqv7J6tkm=mo,excellent,5,0,8.37.0 build 13 50262,9/15/22 4:45,,,excellent,90,0,90,0,90
104,b87e6d0d-6cdb-4bad-9132-5141e8c56938,Katie Rainbolt,https://play-lh.googleusercontent.com/a/AItbvmnhzhbfa7iqEMMY2wjB-YuZBwDXegTxNljtqe4l=mo,How can get this on my cellphone now please,3,0,8.39.1 build 12 50268,9/15/22 4:45,,,how can get this on my cellphone now please,0,0,0,0,0
105,7f8e8cff-7d74-41c6-8ce5-6eba39231375,Chota Bheem,https://play-lh.googleusercontent.com/a/AItbvmk8y83Lc6k24PYJaYYCAJ-s344waIDabmuRdZvY=mo,Hmm add your Netflix for free with some Vodafone or airtel recharge,1,0,,9/15/22 4:41,,,hmm add your netflix for free with some vodafone or airtel recharge,0,0,0,0,0
106,8a419703-4c35-4914-8a4c-e67632f62eb9,Florence Mose,https://play-lh.googleusercontent.com/a/AItbvmm6xbQSSk_xO5o1mok0LmDE-Hae3rbp_iLjirrO=mo,Love it but shows take too long to come out👍,5,0,,9/15/22 4:37,,,love it but shows take too long to come out,70,0,70,0,70
107,5f03439c-932f-4a8f-8f57-72e62b218a39,brittany jackson,https://play-lh.googleusercontent.com/a-/AFdZucpWLsP8MQnPJKGCkW3gPQv6RDNucg0VYjNIovnT,this is the best version ever,5,0,8.20.0 build 12 40171,9/15/22 4:29,,,this is the best version ever,90,0,90,0,90
108,b9e184bb-63ea-4e7e-9e00-f73ef5af6ce4,Kartik RAJ,https://play-lh.googleusercontent.com/a/AItbvmlNmu5wcVq4vlQ0cyuleId-nF1ymxlwKqgzLt_7=mo,Stairwell and rest 😌 😴 ghfligyjf,4,0,,9/15/22 4:29,,,stairwell and rest ghfligyjf,0,0,0,0,0
109,7e5e5c58-8c77-4cff-96a0-5a458a56ad8d,Kellue Pont,https://play-lh.googleusercontent.com/a/AItbvmmLE3xQ_EkMa3s4XaHn6l24lOOMTcXeFnOBYyiH=mo,Great,5,0,8.8.0 build 9 40070,9/15/22 4:27,,,great,80,0,80,0,80
110,be4423a2-cc7d-4591-9627-99cda95e090d,Gryc Ndalama,https://play-lh.googleusercontent.com/a/AItbvmmt2Al7fwZ8ZidslxEA-KVlKFsoKIbMvUBnxUfg=mo,it take too long to download,5,0,,9/15/22 4:24,,,it take too long to download,0,0,0,0,0
111,f666887f-bdaa-4bb6-8c37-787e1a0f139b,Rashad Mcfarlane,https://play-lh.googleusercontent.com/a-/AFdZucqGbRvl8vfNLwFT6ccptkjdQehJ-V61IZ2qpOSmog,I'm asking if you can make 6 profile please?😔,5,0,8.40.0 build 4 50271,9/15/22 4:22,,,i'm asking if you can make 6 profile please,0,0,0,0,0
112,115d0e92-627e-459a-abd3-5c715f45e81e,Raees Hussain,https://play-lh.googleusercontent.com/a/AItbvmntCSwEaPI3hYnWKeXx0P264uzrLOcv7fvVhIcc=mo,Crista ronaldo sewy,5,0,8.39.1 build 12 50268,9/15/22 4:09,,,crista ronaldo sewy,0,0,0,0,0
113,a8015992-d3e0-4444-b5e5-bdb0dfbd96df,David Dixon,https://play-lh.googleusercontent.com/a/AItbvmkH0Lzewcwfd3FUHWMHSJAJ9yMSx46TWPgPNgC7=mo,Don't send me an update without telling me what it is,2,0,8.39.0 build 9 50265,9/15/22 4:05,,,don't send me an update without telling me what it is,0,0,0,0,0
114,11e6cfbe-b160-424d-a63e-2167c9ccf1e3,Allabaksha Mulla,https://play-lh.googleusercontent.com/a/AItbvmkt3ha1KiwlAXcPT6TmC6xIgb1PdBT4nc1DhowB=mo,ठछछछ आलनि इ दीर्घकाळपर्यंत पण कदाचित अचानक कीचक पण कंडक्टर ककीककककछखोककीचचोचटछ,3,0,,9/15/22 3:54,,,,0,0,0,0,0
115,034ea9a9-8797-49ee-8997-ffde84091e5f,Elie Poulard,https://play-lh.googleusercontent.com/a-/AFdZucokMqHhUBFEVSVaoNqxJmD-GSyAebQFKIcpQxC2,good it's okay rn,4,0,8.39.1 build 12 50268,9/15/22 3:54,,,good it's okay rn,60,0,60,0,60
116,7e63f1f7-8207-4693-88bf-13c7d6feee5c,CHAMPIONS LEAGUE,https://play-lh.googleusercontent.com/a-/AFdZucp_dabxdW-d6KawQPatpijOcxGoNWEKNTnSz_3e,Nice app,5,0,,9/15/22 3:51,,,nice app,25,0,25,0,25
117,f41108f2-4c6c-472b-8084-5029080981be,Raghav Singla,https://play-lh.googleusercontent.com/a/AItbvmnmij32PTj5DsAGNA_Bj3idaLF433WbY97Umtst=mo,Paisa barbaad,1,0,8.40.0 build 4 50271,9/15/22 3:45,,,paisa barbaad,0,0,0,0,0
118,7a16abf4-1894-46ff-ad39-c8393b7c183b,Tomas Tadele,https://play-lh.googleusercontent.com/a/AItbvmnPrurHolUDGOelw2SiIbPwfsr8y2hpmtaMs-eK=mo,Wow,5,0,,9/15/22 3:34,,,wow,0,0,0,0,0
119,d69f1d9c-c64c-47da-9b7b-0e0bf475404e,Khurram Shahzad,https://play-lh.googleusercontent.com/a-/AFdZucp-GHMqzUnvHHBe73f5TTFioesF_Ju9idvkZNRo3g,Good one,5,0,8.39.1 build 12 50268,9/15/22 3:26,,,good one,60,0,60,0,60
120,067ce937-5643-44a0-ba33-0fa58c14bb25,Rahul Kumar,https://play-lh.googleusercontent.com/a/AItbvml__iG2UfUUmXFYI3SCR8ZDYx5Mwmc7DST4znqO=mo,Nice app,5,0,8.39.1 build 12 50268,9/15/22 3:18,,,nice app,25,0,25,0,25
121,63154f23-7711-4413-b92b-32543a3d41dc,cabdi qaadir maxamed cabdi qaadir maxamed,https://play-lh.googleusercontent.com/a/AItbvmnfMLUXwQMjzwa0y32W6skvMoSJrMRT2WuFbGdc=mo,cabdiqadir,5,0,,9/15/22 3:08,,,cabdiqadir,0,0,0,0,0
122,f2443524-3964-43d7-91bc-4b3188011ee9,David Bunce,https://play-lh.googleusercontent.com/a-/AFdZucr4OTyg_bXuqaYSka1dFjldUTYzEzTzjcKZUcWwTg,Great app,5,0,8.39.1 build 12 50268,9/15/22 3:04,,,great app,80,0,80,0,80
123,661e8e18-a773-4cfe-a42d-1ffea7e409aa,preetam singh ramgarhia,https://play-lh.googleusercontent.com/a-/AFdZucqOpaKL6CHpiy40XF7kTgb9q-_oIoLZSDey1rwTyQ,It's free 🆓,5,0,,9/15/22 3:04,,,it's free,0,0,0,0,0
124,ea677174-2dbd-4d2d-8702-d73eae8fa811,sadia mehndi designer,https://play-lh.googleusercontent.com/a-/AFdZucqNQGMOC6nqbVCWzsWeUjcE3tfETS1vs0qL8hU,I give 5 star if u add some more movies like pakistani and one pushpa indian movie,3,0,,9/15/22 3:02,,,i give 5 star if u add some more movies like pakistani and one pushpa indian movie,0,0,0,0,0
125,090153bf-f0f3-422e-a17e-d5f0140ae8e4,Casey Abraham,https://play-lh.googleusercontent.com/a/AItbvmm6zOYX4qTZVlopGO4TLHjs3Rv8CkrCM3y1XhgX=mo,This app is cool and inteesting,5,0,,9/15/22 3:01,,,this app is cool and inteesting,0,0,0,0,0
126,0e3f33ea-cfe4-4ce1-99eb-9fbe96184884,Gamergenix,https://play-lh.googleusercontent.com/a-/AFdZucpUM9J-_Z6YmWDknBWlnMEZlXA-OhH9PQ8OvKpUew,Great app,5,0,8.39.1 build 12 50268,9/15/22 2:56,,,great app,80,0,80,0,80
127,2ec2c255-a9e4-40e2-922d-8a751b79dfb2,Claudell Rose,https://play-lh.googleusercontent.com/a/AItbvmnAAeiNyBFagYbKYAcWS3FjHEbEWgKt1-Xkuv30=mo,"Keep getting a message on my TV saying ""enable Google play"" I don't have it on my TV",2,0,8.39.1 build 12 50268,9/15/22 2:52,,,keep getting a message on my tv saying enable google play i don't have it on my tv,0,0,0,0,0
128,a8f0f5c4-57dc-43e6-bcb8-da816a168279,Sharif Kazi,https://play-lh.googleusercontent.com/a/AItbvmn2-EZSSY7gyVfAHzfGXCIi-Q52wvSOB73iXhlX=mo,nice,5,0,8.40.0 build 4 50271,9/15/22 2:50,,,nice,25,0,25,0,25
129,67ff5f47-2864-4eb3-9b6e-33b696ccb778,Romeox Gaming,https://play-lh.googleusercontent.com/a-/AFdZucpxcphR_y35wJPf5loBUJg5s1F6w7Zj1tWLLbP1Mw,Hey Netflix can you plz make a free subscription where people can watch limited Web series and animation series cause Cause you subscription is really expensive for me and my family to afford. So I kindly request to look into it so that people like me enjoy Netflix like your catchphrases suggest Netflix is for everyone.,2,0,,9/15/22 2:49,,,hey netflix can you plz make a free subscription where people can watch limited web series and animation series cause cause you subscription is really expensive for me and my family to afford so i kindly request to look into it so that people like me enjoy netflix like your catchphrases suggest netflix is for everyone,0,-20,0,-20,-20
130,ef185e02-5461-421e-9a8c-e8bf87a17486,Tushar Chandani,https://play-lh.googleusercontent.com/a-/AFdZucr51CHiEw0CEkizHKL2M9PL5Wmozq9M0iUD35Wju14,Love this app !,5,0,8.39.1 build 12 50268,9/15/22 2:44,,,love this app,70,0,70,0,70
131,e9e44d3f-7b49-48e8-802e-43f1b63e1a88,Leungo Semausu,https://play-lh.googleusercontent.com/a/AItbvmm15C-UAValDcCh9onLQl6OPOia8zS-U2IiQgR3=mo,Great,5,0,8.37.0 build 13 50262,9/15/22 2:36,,,great,80,0,80,0,80
132,b41f90cd-32ed-4f5e-ab93-648b96527a88,Nandar Soe,https://play-lh.googleusercontent.com/a-/AFdZucrZ8vP82Y0KzHTDtwGBxkoqt4Z8Ey0EpHqAeF7Ubw,my fav app,5,0,8.40.0 build 4 50271,9/15/22 2:31,,,my fav app,0,0,0,0,0
133,412052df-c99f-4b12-aa75-6e8401114a0a,Muhammad Syaffi Irsyad,https://play-lh.googleusercontent.com/a-/AFdZucpJuaQm1vdFiXbEN1YCsFsKz4MGkJxHJ0as5rMbjA,Why the heck whenever i want to resume from where i left off it always restart at the beginning?,1,0,8.39.1 build 12 50268,9/15/22 2:24,,,why the heck whenever i want to resume from where i left off it always restart at the beginning,0,0,0,0,0
134,00a8c2e5-8389-4f93-ad7b-c705a3a07d23,RELAX YT,https://play-lh.googleusercontent.com/a-/AFdZucob7zaI9CIVJ1V9njyabjAsOf9yIL7CGA7PqfpP,Baaaaad,1,0,,9/15/22 2:23,,,baaaaad,0,0,0,0,0
135,7455ae1c-3a4d-4abb-9282-54819c3b0f61,Francisca Ruiz,https://play-lh.googleusercontent.com/a/AItbvmlsPjtIlKORvyGpBLcaq3uqyn_PvuG9qbw-WMJd=mo,Me gusta,5,0,8.33.0 build 13 50248,9/15/22 2:21,,,me gusta,0,0,0,0,0
136,f820bb79-1fdf-4409-8076-bf04505abe47,shokouh talebion,https://play-lh.googleusercontent.com/a-/AFdZucq0IfWqJ1Z_Dj3NYBuent3TPmRU19uiBXllJ9tC,"My Netflix does't work recently. I uninstall and install it again and agian, but nothing happens. It just sends a message: ""we could not reach netfix servise, please try again later.(-62)"". Please let me know, What I can do about this problem.",4,0,8.40.0 build 4 50271,9/15/22 2:20,,,my netflix does't work recently i uninstall and install it again and agian but nothing happens it just sends a message we could not reach netfix servise please try again later -62 please let me know what i can do about this problem,0,-60,0,-60,-60
137,6448bd7f-cdfb-4e69-b382-58ed802de6f2,Moaz 911,https://play-lh.googleusercontent.com/a-/AFdZucpIXaIiBGwm7K0xJ3GiePFFBRrPInBnAj6u3nvJNA,Too much gay..Just to much it's like ur saying that half of the world is gay just too much,1,0,8.40.0 build 4 50271,9/15/22 2:15,,,too much gay just to much it's like ur saying that half of the world is gay just too much,0,0,0,0,0
138,189b37bf-8bc9-43f6-8b64-ac78c8f84e7f,Roshni Ruhi,https://play-lh.googleusercontent.com/a/AItbvmnW87MEIhYN8tU0Y7XY9mrIePH8A3jTgzgeFxX_=mo,This too much coll app...I ʟɪᴋᴇ ɪᴛ❤︎❤︎,5,0,8.40.0 build 4 50271,9/15/22 2:06,,,this too much coll app i,0,0,0,0,0
139,f12a27d5-a955-41bb-80f0-31d6eb6ed817,Harris Mulbah,https://play-lh.googleusercontent.com/a/AItbvmnip5S37Lof31_Ue7eoQva-FH9wrNVbiui8RPlR=mo,Place hape me to wich this app,5,0,8.40.0 build 4 50271,9/15/22 2:00,,,place hape me to wich this app,0,0,0,0,0
140,90b27d4d-6d56-423d-bf09-24b89213c995,Ravindra Singh,https://play-lh.googleusercontent.com/a-/AFdZucoez-yXCq82uubTfh09TPgLz3CoRgeiR4dIkMyXJg,Unable to run in my Android phone os7,5,0,8.40.0 build 4 50271,9/15/22 1:55,,,unable to run in my android phone os7,0,0,0,0,0
141,4a7744f1-f504-4299-8a27-f32cb780339f,Mabel Bassey,https://play-lh.googleusercontent.com/a/AItbvmmgQ_-PHlyH9_KfAj0Mqpb03DdxBblLK5hJbufZ=mo,But why can't I use my phone to watch,5,0,8.39.1 build 12 50268,9/15/22 1:40,,,but why can't i use my phone to watch,0,0,0,0,0
142,3eeba6d7-7af1-424c-8116-31f9b45a82ff,David Dinesh,https://play-lh.googleusercontent.com/a-/AFdZucpk4ZURRkLhuN9YrL4QohJTNNZLW7vFD8rMex_j,Ok Netflix I have only one problem like others the subtitle is very problematic. It's either to bright or covered the screen with black box with subtitle. Please if you are reading this then fix this problem,4,0,8.40.0 build 4 50271,9/15/22 1:38,,,ok netflix i have only one problem like others the subtitle is very problematic it's either to bright or covered the screen with black box with subtitle please if you are reading this then fix this problem,0,-60,0,-60,-60
143,29068d83-0274-42ab-ad9d-4e37148e0aeb,Sinovuyo Balangile,https://play-lh.googleusercontent.com/a/AItbvml9XG8fV4-GfH3ntsk_MYCS2Rn4-1Uzp3OQAUTb=mo,Exceptional service 👏,5,0,,9/15/22 1:38,,,exceptional service,90,0,90,0,90
144,10bcb63a-46cb-443d-90eb-c14a57abb639,Boluwatife Halimat,https://play-lh.googleusercontent.com/a/AItbvmklqk_je5knGQpsIIPmGrMda_tiSijdNWVJIXG1=mo,I like the app cos it make all the movies I wan available buh person go use money subscribe and without data I still can watch what I subscribed for like...............,3,0,,9/15/22 1:29,,,i like the app cos it make all the movies i wan available buh person go use money subscribe and without data i still can watch what i subscribed for like,0,0,0,0,0
145,a4ea38ba-620d-4079-a404-89a8b86890f1,Tanktest0925 chen,https://play-lh.googleusercontent.com/a/AItbvmnn4T-K7wmqEeXN_2HatOoMwnN0BWL-EspHxyZL=mo,This version can't cast to TV.,2,0,8.40.0 build 4 50271,9/15/22 1:22,,,this version can't cast to tv,0,0,0,0,0
146,4838f778-5fed-438d-9fef-96dd5010d3bf,alexander prathap,https://play-lh.googleusercontent.com/a-/AFdZucrvhm4TSIyBmJeqOXOWSEOLUw_gnwa7ArTRoxIfAw,Hopelessly irritating,1,0,,9/15/22 0:53,,,hopelessly irritating,0,-40,0,-40,-40
147,9c043442-b48d-48cc-bf6e-19bba66113c5,Ottovon Mhuru,https://play-lh.googleusercontent.com/a/AItbvmk4ruTIM9kdOUytI87lzk-pb51DUY-VqnVCN_-w=mo,Good,5,0,7.120.3 build 29 35592,9/15/22 0:47,,,good,60,0,60,0,60
148,9db36d14-cbcc-47ef-9ecc-75f182274d2d,chetan mehta,https://play-lh.googleusercontent.com/a/AItbvmle_hfj5dMBZy06KP-cKW8fLb0_ZW10EfI01Uk7=mo,Good I like,4,0,8.40.0 build 4 50271,9/15/22 0:45,,,good i like,60,0,60,0,60
149,109d40e8-d188-4adb-bbed-00fdd72eb1b8,Vanitta T Ngakuru,https://play-lh.googleusercontent.com/a/AItbvmmDfKfeIHEJSYH5EfkocT6oT3zy0QE52aOayUma=mo,Netflix is one of my favorite App's.,5,0,8.39.1 build 12 50268,9/15/22 0:45,,,netflix is one of my favorite app's,0,0,0,0,0
